# Zrodlo danych: PharmaTrack Sell-Out Panel PL (panel aptek)
# Eksport wygenerowany: 2026-04-01 03:14:22
# Okres deklarowany: 2026-03
# Separator pol: | ; kodowanie: UTF-8 ; separator dziesietny: przecinek
# UWAGA: eksport wykonany w dwoch przebiegach - load_id L20260401A oraz L20260401B
# typ_transakcji: SPRZEDAZ | ZWROT | PROMO
load_id|data_sprzedazy|apteka_id|nazwa_apteki|wojewodztwo|kanal|ean|nazwa_produktu|opakowania|wartosc_pln|typ_transakcji
L20260401A|25.03.2026|APT-000063|Melisa 1254|malopolskie|siec|5909991234578|VITARIS D3 4000|2|68,46|SPRZEDAZ
L20260401A|2026-03-28|APT-000073|Dbam o Zdrowie Plus 1084|mazowieckie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,96|SPRZEDAZ
L20260401A|2026-03-10|0000103|PharmaPlus 1318|mazowieckie|SIEC|5909991234561|VITARIS D3 2000 J.M.|5|117,66|SPRZEDAZ
L20260401A|2026-03-31|APT-000078|Apteka Vita 1123|slaskie|INDYW|5909991234592|GINKOMAX 120|2|58,70|SPRZEDAZ
L20260401A|2026-03-14|APT-000194|PharmaPlus 1368|mazowieckie|Sieć|5909991234585|MAGNOVIT B6|5|88,96|SPRZEDAZ
L20260401A|2026-03-13|155|Apteka Panaceum 1034|mazowieckie|INDYWIDUALNA|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|30,67|SPRZEDAZ
L20260401A|2026-03-25|APT-000157|Melisa 1379|malopolskie|Sieć|5909991234578|VITARIS D3 4000|1|30,65|SPRZEDAZ
L20260401A|03/03/2026|238|Apteka Nowa 1073|malopolskie|INDYW|5909991234608|Allertis 10 mg 30 tabl.|1|0,00|PROMO
L20260401A|2026-03-07|0000137|Dbam o Zdrowie Plus 1306|malopolskie|SIEC|5909991234608|ALLERTIS 10|NULL|14,77|SPRZEDAZ
L20260401A|2026-03-10|0000340|PharmaPlus 1086|dolnoslaskie|siec|5909991234585|MAGNOVIT B6|2|39,63 PLN|SPRZEDAZ
L20260401A|2026-03-11|APT-000307|Melisa 1163|slaskie|siec|5909991234561|VITARIS D3 2000|1|24,00 PLN|SPRZEDAZ
L20260401A|2026-03-27|APT-000181|Apteka Familijna 1208|mazowieckie|SIEĆ |5909991234561|VITARIS D3 2000 J.M.|2|50,52|SPRZEDAZ
L20260401A|05/03/2026|0000229|Apteka Centrum 1132|pomorskie|INDYW|5909991234608|Allertis 10 mg 30 tabl.|1|13,76|SPRZEDAZ
L20260401A|26.03.2026|APT-000382|Melisa 1322|mazowieckie|siec|5909991234561|VITARIS D3 2000|3|74,19|SPRZEDAZ
L20260401A|2026-03-11|APT-000240|Apteka Familijna 1265|malopolskie|siec|5909991234608|ALLERTIS 10|1|15,33|SPRZEDAZ
L20260401A|23/03/2026|266|Apteka pod Lipa 1266|wielkopolskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|31,45|SPRZEDAZ
L20260401A|18.03.2026|APT-000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,10|SPRZEDAZ
L20260401A|2026-03-16|APT-000268|Apteka Panaceum 1067|dolnoslaskie|INDYWIDUALNA|5909991234608|ALLERTIS 10|2|28,14|SPRZEDAZ
L20260401A|05.03.2026|0000345|Dbam o Zdrowie Plus 1309|wielkopolskie|sieciowa|5909991234561|VITARIS D3 2000|1|24,49|SPRZEDAZ
L20260401A|31.03.2026|0000392|Dbam o Zdrowie Plus 1399|slaskie|SIEĆ |5909991234561|VITARIS D3 2000|4|102,69|SPRZEDAZ
L20260401A|2026-03-26|0000162|Apteka Centrum 1345|malopolskie|INDYWIDUALNA|5909991234592|GINKOMAX 120|1|31,42|SPRZEDAZ
L20260401A|2026-03-21|0000271|Apteka Vita 1029|malopolskie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,00|SPRZEDAZ
L20260401A|31.03.2026|APT-000413|Melisa 1232 (Nowa Farmacja Sp. z o.o.)|slaskie|SIEC|5909991234592|GINKOMAX 120|1|30,72 PLN|SPRZEDAZ
L20260401A|11.03.2026|296|Apteka Zdrowie 1184|slaskie|Sieć|5909991234592|GINKOMAX 120|2|62,18|SPRZEDAZ
L20260401A|2026-03-31|119|Apteka Zdrowie 1026|malopolskie|sieciowa|5909991234561|VITARIS D3 2000|1|24,58|SPRZEDAZ
L20260401A|2026-03-17|248|Apteka Sloneczna 1333|wielkopolskie|Indywidualna|5909991234561|VITARIS D3 2000|1|23,73|SPRZEDAZ
L20260401A|19.03.2026|361|Melisa 1342|wielkopolskie|sieciowa|5909991234585|MAGNOVIT B6|2|0,00|PROMO
L20260401A|17.03.2026|APT-000066|Apteka Familijna 1099|malopolskie|SIEĆ |5909991234585|MAGNOVIT B6|1|19,92|SPRZEDAZ
L20260401A|2026-03-19|APT-000148|Dbam o Zdrowie Plus 1006|wielkopolskie|SIEC|5909991234585|Magnovit B6 50 tabl.|2|35,85|SPRZEDAZ
L20260401A|2026-03-04|0000061|Dbam o Zdrowie Plus 1382|pomorskie|Sieć|5909991234578|VITARIS D3 4000|2|67,26|SPRZEDAZ
L20260401A|2026-03-20|13|PharmaPlus 1371|slaskie|SIEĆ |5909991234585|MAGNOVIT B6|3|53,84 PLN|SPRZEDAZ
L20260401A|2026-03-23|0000017|Apteka pod Orlem 1095|mazowieckie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|9|222,63|SPRZEDAZ
L20260401A|2026-03-24|0000381|Apteka Familijna 1221|dolnoslaskie|siec|5909991234578|VITARIS D3 4000|1|33,25|SPRZEDAZ
L20260401A|04.03.2026|APT-000239|Apteka Familijna 1162|dolnoslaskie|SIEC|5909991234578|VITARIS D3 4000|3|98,06|SPRZEDAZ
L20260401A|26.03.2026|206|Apteka pod Lipa 1045|slaskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|30,79|SPRZEDAZ
L20260401A|2026-03-03|50|Apteka Zielona 1159|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|0,00 PLN|PROMO
L20260401A|2026-03-03|APT-000195|Apteka Hygieia 1363|malopolskie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,96|SPRZEDAZ
L20260401A|2026-04-02|APT-000277|Dbam o Zdrowie Plus 1205|dolnoslaskie|SIEC|5909991234585|Magnovit B6 50 tabl.|3|55,22|SPRZEDAZ
L20260401A|2026-03-26|APT-000056|PharmaPlus 1121|slaskie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,95|SPRZEDAZ
L20260401A|2026-03-10|APT-000033|Apteka Rodzinna 1157|mazowieckie|INDYW|5909991234585|MAGNOVIT B-6|1|18,18|SPRZEDAZ
L20260401A|2026-03-27|150|Apteka Centrum 1112|mazowieckie|INDYWIDUALNA|5909991234608|Allertis 10 mg 30 tabl.|1|14,07|SPRZEDAZ
L20260401A|2026-03-18|122|PharmaPlus 1317|mazowieckie|SIEĆ |5909991234578|VITARIS D3 4000|2|65,83|SPRZEDAZ
L20260401A|27.03.2026|74|PharmaPlus 1359 (Nowa Farmacja Sp. z o.o.)|wielkopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|31,65 PLN|SPRZEDAZ
L20260401A|11.03.2026|211|Apteka Zielona 1114|mazowieckie|INDYW|5909991234608|ALLERTIS 10|1|14,74|SPRZEDAZ
L20260401A|2026-03-23|APT-000206|Apteka pod Lipa 1045|slaskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|2|47,68 PLN|SPRZEDAZ
L20260401A|01.04.2026|APT-000110|PharmaPlus 1326|pomorskie|SIEĆ |5909991234592|Ginkomax 120 mg 60 tabl.|1|31,51 PLN|SPRZEDAZ
L20260401A|2026-03-24|19|Dbam o Zdrowie Plus 1087|wielkopolskie|sieciowa|5909991234585|MAGNOVIT B6|1|19,19|SPRZEDAZ
L20260401A|2026-03-13|APT-000084|PharmaPlus 1139|wielkopolskie|sieciowa|5909991234561|VITARIS D3 2000|1|24,16|SPRZEDAZ
L20260401A|23.03.2026|APT-000028|Apteka Zdrowie 1312|dolnoslaskie|siec|5909991234578|VITARIS D3 4000|1|30,83 PLN|SPRZEDAZ
L20260401A|2026-03-06|APT-000379|Apteka Sloneczna 1416|dolnoslaskie|Indywidualna|5909991234608|ALLERTIS 10|1|14,05|SPRZEDAZ
L20260401A|2026-03-10|393|PharmaPlus 1097|dolnoslaskie|SIEC|5909991234561|VITARIS D3 2000|2|0,00|PROMO
L20260401A|2026-03-16|107|Apteka Sloneczna 1164|mazowieckie|indyw|5909991234585|MAGNOVIT B6|1|19,71|SPRZEDAZ
L20260401A|2026-03-26|APT-000117|Apteka pod Lipa 1370|pomorskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|3|55,26|SPRZEDAZ
L20260401A|2026-03-18|275|Apteka Familijna 1389|mazowieckie|SIEC|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|3|94,02|SPRZEDAZ
L20260401A|25.03.2026|APT-000035|Apteka Vita 1402|slaskie|indyw|5909991234608|ALLERTIS 10|1|14,70|SPRZEDAZ
L20260401A|2026-03-20|318|Apteka Salus 1049|pomorskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|18,26|SPRZEDAZ
L20260401A|2026-04-02|APT-000179|Dbam o Zdrowie Plus 1096|wielkopolskie|siec|5909991234608|Allertis 10 mg 30 tabl.|2|29,87|SPRZEDAZ
L20260401A|13/03/2026|APT-000264|Apteka Salus 1393|dolnoslaskie|INDYW|5909991234585|MAGNOVIT B6|4|74,77|SPRZEDAZ
L20260401A|29.03.2026|APT-000002|PharmaPlus 1410|pomorskie|SIEC|5909991234578|VITARIS D3 4000|1|32,31|SPRZEDAZ
L20260401A|09.03.2026|APT-000156|Dbam o Zdrowie Plus 1028|slaskie|siec|5909991234561|VITARIS D3 2000|1|0,00|PROMO
L20260401A|2026-03-21|APT-000103|PharmaPlus 1318|mazowieckie|siec|5909991234561|VITARIS D3 2000|-1|-24,34|ZWROT
L20260401A|27.03.2026|0000387|Apteka Familijna 1341|slaskie|SIEĆ |5909991234578|VITARIS D3 4000|3|101,13|SPRZEDAZ
L20260401A|2026-03-17|APT-000192|Apteka Rodzinna 1376|mazowieckie|INDYWIDUALNA|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|65,85|SPRZEDAZ
L20260401A|2026-03-31|0000037|Apteka Familijna 1107|mazowieckie|siec|5909991234585|Magnovit B6 50 tabl.|4|79,99|SPRZEDAZ
L20260401A|2026-03-10|APT-000378|Dbam o Zdrowie Plus 1408|mazowieckie|siec|5909991234592|GINKOMAX 120|1|28,82|SPRZEDAZ
L20260401A|2026-03-25|0000021|Melisa 1290|dolnoslaskie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,02|SPRZEDAZ
L20260401A|2026-03-13|APT-000273|Apteka Zdrowie 1126|dolnoslaskie|Sieć|5909991234608|ALLERTIS 10|1|15,35|SPRZEDAZ
L20260401A|2026-03-11|APT-000256|Apteka Hygieia 1369|dolnoslaskie|niezalezna|5909991234578|VITARIS D3 4000|1|33,19|SPRZEDAZ
L20260401A|2026-03-08|APT-000130|Apteka Vita 1033|slaskie|INDYWIDUALNA|5909991234608|Allertis 10 mg 30 tabl.|4|60,10|SPRZEDAZ
L20260401A|2026-03-14|55|Apteka Zdrowie 1294|dolnoslaskie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,63 PLN|SPRZEDAZ
L20260401A|2026-03-28|0000224|Apteka Familijna 1037|slaskie|Sieć|5909991234585|MAGNOVIT B6|3|0,00|PROMO
L20260401A|2026-03-20|APT-000340|PharmaPlus 1086|dolnoslaskie|siec|5909991234561|VITARIS D3 2000|3|74,01|SPRZEDAZ
L20260401A|2026-03-03|APT-000108|Apteka Ratuszowa 1047|malopolskie|niezalezna|5909991234578|VITARIS D3 4000|2|68,35|SPRZEDAZ
L20260401A|2026-03-20|APT-000066|Apteka Familijna 1099|malopolskie|SIEC|5909991234608|ALLERTIS 10|1|14,10|SPRZEDAZ
L20260401A|2026-03-20|0000092|Melisa 1085|mazowieckie|SIEC|5909991234585|Magnovit B6 50 tabl.|1|18,86|SPRZEDAZ
L20260401A|2026-03-03|APT-000231|Dbam o Zdrowie Plus 1141|pomorskie|SIEĆ |5909991234608|Allertis 10 mg 30 tabl.|1|14,27|SPRZEDAZ
L20260401A|2026-03-15|369|Apteka Ratuszowa 1308|slaskie|indyw|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,63|SPRZEDAZ
L20260401A|2026-03-03|APT-000015|Apteka Zdrowie 1328|wielkopolskie|siec|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,48|SPRZEDAZ
L20260401A|2026-03-30|0000210|Apteka Zdrowie 1147|malopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|32,25 PLN|SPRZEDAZ
L20260401A|19.03.2026|APT-000415|Apteka Zielona 1016|dolnoslaskie|niezalezna|5909991234592|GINKOMAX 120|1|28,27|SPRZEDAZ
L20260401A|2026-03-30|327|Apteka Panaceum 1179|dolnoslaskie|INDYWIDUALNA|5909991234608|ALLERTIS 10|1|14,44|SPRZEDAZ
L20260401A|2026-03-18|APT-000259|Melisa 1019|pomorskie|SIEC|5909991234578|VITARIS D3 4000|1|32,86|SPRZEDAZ
L20260401A|2026-03-26|APT-000001|Dbam o Zdrowie Plus 1340|mazowieckie|siec|5909991234608|ALLERTIS 10|1|14,88|SPRZEDAZ
L20260401A|2026-03-21|343|Apteka Zdrowie 1220|slaskie|SIEC|5909991234561|VITARIS D3 2000|1|24,85|SPRZEDAZ
L20260401A|21.03.2026|APT-000048|PharmaPlus 1347|mazowieckie|sieciowa|5909991234585|MAGNOVIT B6|1|18,36 PLN|SPRZEDAZ
L20260401A|2026-03-03|APT-000362|Apteka Centrum 1156|malopolskie|INDYWIDUALNA|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|11|345,70|SPRZEDAZ
L20260401A|2026-03-21|339|Apteka Rodzinna 1270|slaskie|niezalezna|5909991234585|MAGNOVIT B6|1|18,37|SPRZEDAZ
L20260401A|2026-03-15|204|Melisa 1411|pomorskie|SIEC|5909991234585|MAGNOVIT B6|2|36,99|SPRZEDAZ
L20260401A|2026-03-02|APT-000015|Apteka Zdrowie 1328|wielkopolskie|siec|5909991234561|VITARIS D3 2000|1|24,41|SPRZEDAZ
L20260401A|31.03.2026|0000385|Apteka Zdrowie 1325|malopolskie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|1|25,86|SPRZEDAZ
L20260401A|2026-04-01|185|Apteka Vita 1206|dolnoslaskie|INDYW|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,12|SPRZEDAZ
L20260401A|30.03.2026|APT-000245|PharmaPlus 1020|malopolskie|Sieć|5909991234592|Ginkomax 120 mg 60 tabl.|1|29,28|SPRZEDAZ
L20260401A|2026-03-07|APT-000056|PharmaPlus 1121|slaskie|SIEĆ |5909991234578|VITARIS D3 4000|1|32,89 PLN|SPRZEDAZ
L20260401A|23.03.2026|0000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|Sieć|5909991234561|VITARIS D3 2000|2|47,49 PLN|SPRZEDAZ
L20260401A|2026-02-26|381|Apteka Familijna 1221|dolnoslaskie|Sieć|5909991234585|MAGNOVIT B6|4|73,25|SPRZEDAZ
L20260401A|04.03.2026|25|Melisa 1412|malopolskie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|5|121,99|SPRZEDAZ
L20260401A|2026-03-14|APT-000298|Apteka Panaceum 1173|wielkopolskie|INDYWIDUALNA|5909991234592|GINKOMAX 120|1|28,13 PLN|SPRZEDAZ
L20260401B|2026-03-09|APT-000037|Apteka Familijna 1107|mazowieckie|siec|5909991234608|Allertis 10 mg 30 tabl.|2|27,63|SPRZEDAZ
L20260401A|2026-03-11|43|Apteka Familijna 1273|mazowieckie|Sieć|5909991234592|GINKOMAX 120|-1|-28,14|ZWROT
L20260401A|26/03/2026|APT-000210|Apteka Zdrowie 1147|malopolskie|SIEĆ |5909991234585|MAGNOVIT B-6|3|58,16|SPRZEDAZ
L20260401A|2026-03-13|APT-000270|Melisa 1331|wielkopolskie|SIEĆ |5909991234561|VITARIS D3 2000|1|24,98|SPRZEDAZ
L20260401A|2026-03-11|APT-000066|Apteka Familijna 1099|malopolskie|sieciowa|5909991234585|MAGNOVIT B6|4|76,72|SPRZEDAZ
L20260401A|07.03.2026|53|Melisa 1048|dolnoslaskie|SIEC|5909991234578|VITARIS D3 4000 J.M.|1|33,43 PLN|SPRZEDAZ
L20260401A|2026-03-09|APT-000059|Apteka Vita 1152|slaskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|3|79,06|SPRZEDAZ
L20260401A|2026-03-06|APT-000163|Apteka Nowa 1260|pomorskie|niezalezna|5909991234608|ALLERTIS 10MG|1|14,88|SPRZEDAZ
L20260401A|2026-03-15|0000269|Apteka Vita 1305|dolnoslaskie|indyw|5909991234585|Magnovit B6 50 tabl.|2|40,00|SPRZEDAZ
L20260401A|2026-03-03|0000333|Apteka Centrum 1404|wielkopolskie|indyw|5909991234585|MAGNOVIT B6|3|54,43|SPRZEDAZ
L20260401A|2026-03-06|APT-000141|Apteka pod Lipa 1244|dolnoslaskie|INDYW|5909991234578|VITARIS D3 4000|2|63,19|SPRZEDAZ
L20260401A|2026-03-11|92|Melisa 1085|mazowieckie|Sieć|5909991234585|MAGNOVIT B6|2|36,52|SPRZEDAZ
L20260401A|2026-02-28|APT-000104|Apteka Familijna 1051|wielkopolskie|SIEC|5909991234561|VITARIS D3 2000 J.M.|1|25,83 PLN|SPRZEDAZ
L20260401A|29.03.2026|APT-000239|Apteka Familijna 1162|dolnoslaskie|SIEC|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,10|SPRZEDAZ
L20260401A|17/03/2026|APT-000025|Melisa 1412|malopolskie|SIEĆ |5909991234592|GINKOMAX 120|1|30,96 PLN|SPRZEDAZ
L20260401A|18/03/2026|0000281|Apteka Zdrowie 1372|mazowieckie|sieciowa|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|61,30|SPRZEDAZ
L20260401A|2026-03-05|APT-000172|Apteka Salus 1061|mazowieckie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|3|58,29|SPRZEDAZ
L20260401A|2026-03-31|APT-000179|Dbam o Zdrowie Plus 1096|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000|9|211,94|SPRZEDAZ
L20260401A|2026-03-25|APT-000398|Apteka pod Lipa 1040|slaskie|Indywidualna|5909991234585|MAGNOVIT B6|1|18,73|SPRZEDAZ
L20260401A|2026-03-09|APT-000193|Apteka Sloneczna 1378|pomorskie|indyw|5909991234585|MAGNOVIT B6|1|18,10|SPRZEDAZ
L20260401A|2026-03-20|APT-000014|PharmaPlus 1036|pomorskie|Sieć|5909991234592|Ginkomax 120 mg 60 tabl.|4|119,26|SPRZEDAZ
L20260401A|2026-03-02|APT-000269|Apteka Vita 1305|dolnoslaskie|Indywidualna|5909991234608|ALLERTIS 10|1|13,86|SPRZEDAZ
L20260401A|25.03.2026|25|Melisa 1412|malopolskie|SIEC|5909991234585|MAGNOVIT B6|1|19,28|SPRZEDAZ
L20260401A|2026-03-14|358|Apteka Zdrowie 1282|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000|-1|-25,20 PLN|ZWROT
L20260401A|2026-03-28|APT-000378|Dbam o Zdrowie Plus 1408|mazowieckie|SIEC|5909991234578|VITARIS D3 4000|2|68,73|SPRZEDAZ
L20260401A|31.03.2026|APT-000007|PharmaPlus 1251|pomorskie|siec|5909991234585|MAGNOVIT B-6|1|18,50|SPRZEDAZ
L20260401A|2026-03-20|APT-000121|Apteka Nowa 1135|malopolskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|2|65,93 PLN|SPRZEDAZ
L20260401A|2026-03-20|APT-000131|Apteka Ratuszowa 1267|pomorskie|indyw|5909991234578|VITARIS D3 4000|2|66,05|SPRZEDAZ
L20260401A|2026-03-24|APT-000362|Apteka Centrum 1156|malopolskie|niezalezna|5909991234585|Magnovit B6 50 tabl.|1|19,75|SPRZEDAZ
L20260401B|2026-03-04|APT-000378|Dbam o Zdrowie Plus 1408|mazowieckie|siec|5909991234592|Ginkomax 120 mg 60 tabl.|1|29,25|SPRZEDAZ
L20260401A|2026-03-19|APT-000137|Dbam o Zdrowie Plus 1306|malopolskie|sieciowa|5909991234585|MAGNOVIT B6|1|18,09|SPRZEDAZ
L20260401A|2026-03-12|318|Apteka Salus 1049|pomorskie|niezalezna|5909991234585|MAGNOVIT B6|1|19,58|SPRZEDAZ
L20260401A|11.03.2026|258|Apteka Rodzinna 1240|mazowieckie|INDYW|5909991234561|VITARIS D3 2000|2|49,83|SPRZEDAZ
L20260401A|05.03.2026|0000379|Apteka Sloneczna 1416|dolnoslaskie|INDYW|5909991234608|ALLERTIS 10|2|29,86|SPRZEDAZ
L20260401A|2026-03-05|APT-000179|Dbam o Zdrowie Plus 1096|wielkopolskie|siec|5909991234578|VITARIS D3 4000 J.M.|1|34,29|SPRZEDAZ
L20260401A|2026-03-02|APT-000323|Dbam o Zdrowie Plus 1148|dolnoslaskie|Sieć|5909991234592|GINKOMAX 120|1|28,99 PLN|SPRZEDAZ
L20260401A|2026-03-18|173|PharmaPlus 1311|malopolskie|SIEC|5909991234561|VITARIS D3 2000|1|23,84|SPRZEDAZ
L20260401A|2026-03-13|0000010|PharmaPlus 1194|dolnoslaskie|Sieć|5909991234585|MAGNOVIT B6|1|19,46 PLN|SPRZEDAZ
L20260401A|2026-03-18|APT-000298|Apteka Panaceum 1173|wielkopolskie|INDYW|5909991234592|GINKOMAX 120MG|1|29,06|SPRZEDAZ
L20260401A|21.03.2026|APT-000090|Melisa 1264|malopolskie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,36 PLN|SPRZEDAZ
L20260401A|2026-03-17|APT-000346|Apteka Familijna 1050|wielkopolskie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|1|0,00|PROMO
L20260401A|2026-03-30|APT-000083|Apteka Zdrowie 1286|dolnoslaskie|sieciowa|5909991234578|VITARIS D3 4000|1|32,65|SPRZEDAZ
L20260401A|23.03.2026|APT-000281|Apteka Zdrowie 1372|mazowieckie|Sieć|5909991234585|MAGNOVIT B-6|1|19,72 PLN|SPRZEDAZ
L20260401A|2026-03-12|0000419|Apteka Zielona 1375|pomorskie|Indywidualna|5909991234608|ALLERTIS 10|1|14,72|SPRZEDAZ
L20260401A|01.03.2026|APT-000416|Apteka Familijna 1089|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000|2|51,41|SPRZEDAZ
L20260401A|2026-03-23|APT-000163|Apteka Nowa 1260|pomorskie|niezalezna|5909991234585|Magnovit B6 50 tabl.|1|19,63|SPRZEDAZ
L20260401A|2026-03-23|0000379|Apteka Sloneczna 1416|dolnoslaskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|1|25,77|SPRZEDAZ
L20260401A|2026-03-05|APT-000037|Apteka Familijna 1107|mazowieckie|Sieć|5909991234561|VITARIS D3 2000|1|25,65 PLN|SPRZEDAZ
L20260401A|16.03.2026|APT-000135|Apteka pod Lipa 1172|slaskie|INDYWIDUALNA|5909991234585|Magnovit B6 50 tabl.|1|20,00|SPRZEDAZ
L20260401A|2026-03-26|APT-000269|Apteka Vita 1305|dolnoslaskie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|52,30|SPRZEDAZ
L20260401A|2026-03-02|APT-000314|Melisa 1098|slaskie|siec|5909991234585|MAGNOVIT B6|1|18,85|SPRZEDAZ
L20260401A|09.03.2026|APT-000353|Apteka Centrum 1324|pomorskie|Indywidualna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,60|SPRZEDAZ
L20260401A|2026-03-21|APT-000315|Apteka pod Lipa 1186|pomorskie|niezalezna|5909991234585|MAGNOVIT B6|1|17,90|SPRZEDAZ
L20260401A|10.03.2026|70|Apteka Familijna 1292|mazowieckie|siec|5909991234578|VITARIS D3 4000|4|123,90|SPRZEDAZ
L20260401A|2026-03-20|366|Dbam o Zdrowie Plus 1299|dolnoslaskie|siec|5909991234608|ALLERTIS 10|2|28,91|SPRZEDAZ
L20260401B|12.03.2026|0000015|Apteka Zdrowie 1328|wielkopolskie|SIEĆ |5909991234561|VITARIS D3 2000|2|49,96|SPRZEDAZ
L20260401A|2026-03-28|APT-000200|Apteka Panaceum 1136|malopolskie|niezalezna|5909991234561|VITARIS D3 2000|1|25,87|SPRZEDAZ
L20260401A|2026-03-08|APT-000230|Apteka Rodzinna 1339|slaskie|INDYW|5909991234578|VITARIS D3 4000 J.M.|1|31,89|SPRZEDAZ
L20260401A|2026-03-19|APT-000285|Melisa 1120|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000|7|181,27 PLN|SPRZEDAZ
L20260401A|05.03.2026|21|Melisa 1290|dolnoslaskie|SIEC|5909991234561|VITARIS D3 2000 J.M.|2|0,00|PROMO
L20260401A|03.03.2026|APT-000241|PharmaPlus 1038|mazowieckie|SIEĆ |5909991234592|GINKOMAX 120|1|28,86|SPRZEDAZ
L20260401A|2026-03-24|APT-000157|Melisa 1379|malopolskie|SIEC|5909991234585|MAGNOVIT B-6|1|18,75|SPRZEDAZ
L20260401B|2026-03-12|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEC|5909991234592|Ginkomax 120 mg 60 tabl.|1|28,89|SPRZEDAZ
L20260401A|30.03.2026|APT-000289|Apteka Ratuszowa 1296|wielkopolskie|niezalezna|5909991234608|ALLERTIS 10MG|4|60,31 PLN|SPRZEDAZ
L20260401A|2026-03-19|APT-000080|Apteka Familijna 1360|malopolskie|SIEC|5909991234592|Ginkomax 120 mg 60 tabl.|1|29,53|SPRZEDAZ
L20260401A|2026-03-27|0000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|SIEC|5909991234561|VITARIS D3 2000|1|23,97|SPRZEDAZ
L20260401A|2026-03-24|APT-000245|PharmaPlus 1020|malopolskie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,32|SPRZEDAZ
L20260401A|27.02.2026|APT-000003|PharmaPlus 1091|slaskie|SIEC|5909991234585|MAGNOVIT B-6|1|19,06 PLN|SPRZEDAZ
L20260401A|2026-03-04|APT-000044|PharmaPlus 1124|malopolskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,41|SPRZEDAZ
L20260401A|2026-02-26|APT-000348|Apteka Hygieia 1353|wielkopolskie|niezalezna|5909991234561|VITARIS D3 2000|1|25,08|SPRZEDAZ
L20260401A|2026-03-19|APT-000297|PharmaPlus 1373|mazowieckie|SIEC|5909991234608|Allertis 10 mg 30 tabl.|3|44,86|SPRZEDAZ
L20260401A|23.03.2026|323|Dbam o Zdrowie Plus 1148|dolnoslaskie|siec|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,21|SPRZEDAZ
L20260401A|2026-03-14|12|Apteka Familijna 1283|dolnoslaskie|SIEC|5909991234585|MAGNOVIT B6|1|19,29|SPRZEDAZ
L20260401A|2026-03-05|47|Melisa 1229|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000|1|24,71|SPRZEDAZ
L20260401A|31/03/2026|0000088|Apteka Zdrowie 1356|wielkopolskie|sieciowa|5909991234592|GINKOMAX 120|1|31,63|SPRZEDAZ
L20260401A|11/03/2026|APT-000211|Apteka Zielona 1114|mazowieckie|indyw|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|3|95,76|SPRZEDAZ
